orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
176,Sylvia Foulston,Standard Class,509.9575,5,0.15,41.9965,Corporate,West,California,Bookcases                                         ,Furniture,14,Mittwoch,5,2014,19,5,2014,5
177,Thea Hendricks,Standard Class,287.976,3,0.2,7.1994,Corporate,East,New York,Bookcases                                         ,Furniture,13,Dienstag,12,2016,18,12,2016,5
178,Thea Hendricks,Standard Class,352.45,5,0.5,-211.47,Home Office,East,Pennsylvania,Bookcases                                         ,Furniture,5,Samstag,4,2014,10,4,2014,5
179,Ionia McGrath,First Class,239.666,2,0.15,14.098,Consumer,West,California,Bookcases                                         ,Furniture,18,Donnerstag,6,2015,20,6,2015,2
180,Guy Armstrong,First Class,493.43,5,0.3,-70.49,Consumer,Central,Illinois,Bookcases                                         ,Furniture,20,Freitag,9,2013,23,9,2013,3
181,Aaron Smayling,First Class,383.4656,4,0.32,-67.6704,Home Office,Central,Texas,Bookcases                                         ,Furniture,19,Mittwoch,3,2014,22,3,2014,3
182,Karl Brown,Same Day,599.165,5,0.15,35.245,Home Office,West,California,Bookcases                                         ,Furniture,15,Montag,6,2015,15,6,2015,0
183,Sung Shariari,Second Class,239.666,2,0.15,14.098,Consumer,West,California,Bookcases                                         ,Furniture,3,Samstag,9,2016,7,9,2016,4
184,Craig Carroll,Second Class,1198.33,10,0.15,70.49,Home Office,West,California,Bookcases                                         ,Furniture,18,Montag,3,2013,21,3,2013,3
185,Lela Donovan,Standard Class,119.833,1,0.15,7.049,Home Office,West,California,Bookcases                                         ,Furniture,9,Dienstag,7,2013,14,7,2013,5
186,Lela Donovan,Second Class,301.47,3,0.5,-241.176,Consumer,East,Ohio,Bookcases                                         ,Furniture,25,Mittwoch,3,2015,27,3,2015,2
187,Lela Donovan,Standard Class,1406.86,7,0,140.686,Consumer,West,Utah,Bookcases                                         ,Furniture,31,Samstag,5,2014,4,6,2014,4
188,Nicole Brennan,Standard Class,683.332,4,0.15,-40.196,Consumer,West,California,Bookcases                                         ,Furniture,13,Donnerstag,11,2014,17,11,2014,4
189,Tanja Norvell,Standard Class,512.499,3,0.15,-30.147,Consumer,West,California,Bookcases                                         ,Furniture,2,Sonntag,11,2014,6,11,2014,4
190,Harold Dahlen,Standard Class,160.98,1,0,20.9274,Corporate,Central,Michigan,Bookcases                                         ,Furniture,25,Donnerstag,12,2014,1,1,2015,7
191,Emily Grady,Standard Class,328.3992,3,0.32,-91.7586,Consumer,Central,Texas,Bookcases                                         ,Furniture,19,Mittwoch,10,2016,24,10,2016,5
192,Emily Grady,First Class,141.96,2,0,39.7488,Corporate,Central,South Dakota,Bookcases                                         ,Furniture,26,Samstag,1,2013,29,1,2013,3
193,Sally Matthias,Standard Class,120.666,2,0.15,18.4548,Consumer,West,California,Bookcases                                         ,Furniture,3,Freitag,10,2014,8,10,2014,5
194,Sally Matthias,First Class,241.332,5,0.32,-14.196,Consumer,Central,Texas,Bookcases                                         ,Furniture,15,Sonntag,3,2015,18,3,2015,3
195,Lena Creighton,First Class,177.45,5,0.5,-78.078,Consumer,East,Pennsylvania,Bookcases                                         ,Furniture,29,Mittwoch,7,2015,30,7,2015,1
196,Lena Creighton,First Class,141.96,2,0,39.7488,Consumer,West,Washington,Bookcases                                         ,Furniture,13,Donnerstag,3,2014,15,3,2014,2
197,Mitch Willingham,Second Class,35.49,1,0.5,-15.6156,Consumer,East,Ohio,Bookcases                                         ,Furniture,3,Freitag,10,2014,6,10,2014,3
198,Sally Matthias,Second Class,349.965,7,0.5,-216.9783,Consumer,East,Pennsylvania,Bookcases                                         ,Furniture,10,Freitag,5,2013,14,5,2013,4
199,Justin Knight,First Class,199.98,2,0,37.9962,Consumer,West,Washington,Bookcases                                         ,Furniture,30,Sonntag,10,2016,2,11,2016,3
200,Janet Lee,First Class,89.991,3,0.7,-152.9847,Consumer,West,Colorado,Bookcases                                         ,Furniture,5,Donnerstag,5,2016,6,5,2016,1
201,Janet Lee,Second Class,254.9745,3,0.15,11.9988,Consumer,West,California,Bookcases                                         ,Furniture,12,Donnerstag,12,2013,14,12,2013,2
202,Janet Lee,Standard Class,299.97,3,0,56.9943,Consumer,East,Delaware,Bookcases                                         ,Furniture,13,Donnerstag,11,2014,19,11,2014,6
203,Jim Radford,Standard Class,67.9932,1,0.32,-12.9987,Corporate,Central,Texas,Bookcases                                         ,Furniture,12,Dienstag,11,2013,16,11,2013,4
204,Jim Radford,Standard Class,424.9575,5,0.15,19.998,Corporate,West,California,Bookcases                                         ,Furniture,27,Sonntag,9,2015,2,10,2015,5
205,Ritsa Hightower,First Class,209.979,7,0.7,-356.9643,Corporate,West,Arizona,Bookcases                                         ,Furniture,11,Mittwoch,5,2016,13,5,2016,2
206,Theone Pippenger,Standard Class,384.944,4,0.3,-126.4816,Consumer,Central,Illinois,Bookcases                                         ,Furniture,20,Sonntag,7,2014,27,7,2014,7
207,Corey Catlett,Second Class,687.4,5,0,48.118,Home Office,Central,Wisconsin,Bookcases                                         ,Furniture,9,Samstag,8,2014,13,8,2014,4
208,Corey Catlett,Second Class,579.136,4,0.2,21.7176,Corporate,East,New York,Bookcases                                         ,Furniture,15,Mittwoch,7,2015,19,7,2015,4
209,Corey Catlett,Standard Class,289.568,2,0.2,10.8588,Corporate,South,Florida,Bookcases                                         ,Furniture,21,Samstag,11,2015,26,11,2015,5
210,Frank Merwin,Second Class,1266.86,7,0,291.3778,Consumer,South,Georgia,Bookcases                                         ,Furniture,1,Mittwoch,7,2015,3,7,2015,2
211,Ed Jacobs,Standard Class,452.45,5,0.5,-244.323,Corporate,East,Ohio,Bookcases                                         ,Furniture,2,Donnerstag,1,2014,9,1,2014,7
212,Ed Jacobs,Standard Class,1628.82,9,0,374.6286,Consumer,South,Georgia,Bookcases                                         ,Furniture,19,Donnerstag,5,2016,23,5,2016,4
213,Carlos Soltero,Standard Class,361.96,2,0,83.2508,Corporate,East,Massachusetts,Bookcases                                         ,Furniture,10,Mittwoch,9,2014,14,9,2014,4
214,Carlos Soltero,Standard Class,307.666,2,0.15,28.9568,Consumer,West,California,Bookcases                                         ,Furniture,28,Donnerstag,8,2014,4,9,2014,7
215,Carol Darley,Standard Class,78.8528,2,0.32,-11.596,Consumer,Central,Texas,Bookcases                                         ,Furniture,28,Mittwoch,12,2016,1,1,2017,4
216,Stefanie Holloman,Second Class,231.92,5,0.2,5.798,Corporate,South,Florida,Bookcases                                         ,Furniture,17,Donnerstag,7,2014,20,7,2014,3
217,Noel Staavos,Second Class,86.97,3,0.5,-48.7032,Home Office,East,Ohio,Bookcases                                         ,Furniture,21,Samstag,11,2015,25,11,2015,4
218,Noel Staavos,Standard Class,231.92,5,0.2,5.798,Consumer,South,North Carolina,Bookcases                                         ,Furniture,26,Freitag,2,2016,1,3,2016,4
219,Noel Staavos,Standard Class,173.94,3,0,38.2668,Corporate,East,Maryland,Bookcases                                         ,Furniture,2,Freitag,1,2015,7,1,2015,5
220,Noel Staavos,Second Class,46.384,1,0.2,1.1596,Corporate,East,New York,Bookcases                                         ,Furniture,15,Montag,9,2014,19,9,2014,4
221,Noel Staavos,Second Class,344.981,7,0.15,28.4102,Consumer,West,California,Bookcases                                         ,Furniture,25,Montag,4,2016,27,4,2016,2
222,Shahid Shariari,Standard Class,115.96,2,0,25.5112,Consumer,West,Washington,Bookcases                                         ,Furniture,29,Freitag,7,2016,2,8,2016,4
223,Shahid Shariari,Standard Class,115.96,4,0.5,-64.9376,Corporate,East,Ohio,Bookcases                                         ,Furniture,28,Samstag,5,2016,1,6,2016,4
224,Barry Gonzalez,Second Class,2396.2656,4,0.32,-317.1528,Consumer,Central,Texas,Bookcases                                         ,Furniture,9,Mittwoch,9,2015,11,9,2015,2
225,Maribeth Schnelling,Standard Class,4228.704,6,0.2,158.5764,Consumer,East,New York,Bookcases                                         ,Furniture,17,Mittwoch,9,2014,23,9,2014,6
226,Harold Ryan,First Class,1497.666,2,0.15,140.9568,Home Office,West,California,Bookcases                                         ,Furniture,8,Mittwoch,6,2016,10,6,2016,2
227,Grant Thornton,Standard Class,3083.43,7,0.5,-1665.0522,Consumer,East,Pennsylvania,Bookcases                                         ,Furniture,17,Mittwoch,9,2014,21,9,2014,4
228,Ted Trevino,Standard Class,4404.9,5,0,1013.127,Corporate,East,Vermont,Bookcases                                         ,Furniture,8,Samstag,11,2014,12,11,2014,4
229,Carl Ludwig,First Class,1212.96,7,0.2,90.972,Consumer,West,California,Bookcases                                         ,Furniture,16,Donnerstag,6,2016,19,6,2016,3
230,Carl Ludwig,Second Class,866.4,4,0,225.264,Consumer,South,Mississippi,Bookcases                                         ,Furniture,21,Sonntag,8,2016,23,8,2016,2
231,Don Miller,Standard Class,1212.96,8,0.3,-69.312,Corporate,Central,Texas,Bookcases                                         ,Furniture,11,Samstag,5,2013,16,5,2013,5
232,Linda Southworth,Standard Class,866.4,4,0,225.264,Consumer,South,Kentucky,Bookcases                                         ,Furniture,3,Dienstag,2,2015,10,2,2015,7
233,Linda Southworth,Second Class,909.72,6,0.3,-51.984,Consumer,East,Ohio,Bookcases                                         ,Furniture,1,Sonntag,12,2013,3,12,2013,2
234,Lena Radford,Standard Class,1516.2,7,0,394.212,Consumer,Central,Indiana,Bookcases                                         ,Furniture,13,Samstag,9,2014,18,9,2014,5
235,Dave Poirier,Standard Class,897.15,3,0,251.202,Home Office,East,Connecticut,Chairs                                            ,Furniture,1,Donnerstag,12,2016,6,12,2016,5
236,Dave Poirier,Same Day,239.24,1,0.2,23.924,Consumer,South,Florida,Chairs                                            ,Furniture,6,Mittwoch,7,2016,6,7,2016,0
237,Liz MacKendrick,Standard Class,478.48,2,0.2,47.848,Home Office,West,California,Chairs                                            ,Furniture,6,Samstag,7,2013,12,7,2013,6
238,Liz MacKendrick,Second Class,717.72,3,0.2,71.772,Consumer,West,California,Chairs                                            ,Furniture,22,Montag,7,2013,24,7,2013,2
239,Rick Wilson,First Class,478.48,2,0.2,47.848,Corporate,West,Oregon,Chairs                                            ,Furniture,21,Freitag,10,2016,22,10,2016,1
240,Aleksandra Gannaway,First Class,717.72,3,0.2,71.772,Corporate,West,California,Chairs                                            ,Furniture,13,Samstag,9,2014,15,9,2014,2
241,Aleksandra Gannaway,Standard Class,518.272,8,0.2,-97.176,Home Office,West,California,Chairs                                            ,Furniture,20,Freitag,5,2016,24,5,2016,4
242,Aleksandra Gannaway,Standard Class,129.568,2,0.2,-24.294,Consumer,West,California,Chairs                                            ,Furniture,12,Dienstag,2,2013,18,2,2013,6
243,Sean Christensen,Second Class,56.686,1,0.3,-20.245,Corporate,Central,Texas,Chairs                                            ,Furniture,18,Freitag,4,2014,22,4,2014,4
244,John Lucas,Standard Class,647.84,8,0,32.392,Consumer,Central,Indiana,Chairs                                            ,Furniture,16,Sonntag,6,2013,22,6,2013,6
245,Nona Balk,First Class,194.352,3,0.2,-36.441,Consumer,West,California,Chairs                                            ,Furniture,13,Montag,4,2015,15,4,2015,2
246,Art Ferguson,Standard Class,145.764,2,0.1,-8.098,Home Office,East,New York,Chairs                                            ,Furniture,13,Donnerstag,8,2015,17,8,2015,4
247,Ed Ludwig,Standard Class,64.784,1,0.2,-12.147,Corporate,South,Florida,Chairs                                            ,Furniture,11,Sonntag,12,2016,17,12,2016,6
248,Ed Ludwig,First Class,433.568,2,0.2,-65.0352,Consumer,West,California,Chairs                                            ,Furniture,11,Freitag,10,2013,13,10,2013,2
249,Annie Cyprus,Second Class,650.352,3,0.2,-97.5528,Corporate,West,Oregon,Chairs                                            ,Furniture,5,Donnerstag,11,2015,7,11,2015,2
250,Carl Ludwig,Second Class,569.058,3,0.3,-178.8468,Home Office,Central,Illinois,Chairs                                            ,Furniture,30,Donnerstag,6,2016,4,7,2016,4
251,Lisa Hazard,Second Class,379.372,2,0.3,-119.2312,Home Office,Central,Texas,Chairs                                            ,Furniture,13,Samstag,6,2015,17,6,2015,4
252,Lisa Hazard,Second Class,887.271,3,0.3,-63.3765,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,20,Mittwoch,1,2016,25,1,2016,5
253,Lisa Hazard,First Class,1352.032,4,0.2,84.502,Corporate,West,California,Chairs                                            ,Furniture,16,Montag,3,2015,17,3,2015,1
254,Hallie Redmond,Standard Class,1690.04,4,0,422.51,Consumer,South,South Carolina,Chairs                                            ,Furniture,21,Sonntag,9,2014,26,9,2014,5
255,Roger Barcio,Standard Class,1267.53,3,0,316.8825,Consumer,East,District of Columbia,Chairs                                            ,Furniture,27,Sonntag,4,2014,3,5,2014,6
256,Carlos Soltero,Standard Class,887.271,3,0.3,-63.3765,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,6,Sonntag,9,2015,10,9,2015,4
257,Joni Blumstein,Standard Class,127.386,2,0.3,-25.4772,Consumer,Central,Illinois,Chairs                                            ,Furniture,18,Freitag,11,2016,23,11,2016,5
258,Deanra Eno,Standard Class,191.079,3,0.3,-38.2158,Consumer,Central,Illinois,Chairs                                            ,Furniture,1,Montag,6,2015,5,6,2015,4
259,Trudy Schmidt,Standard Class,218.376,3,0.2,-10.9188,Consumer,South,Tennessee,Chairs                                            ,Furniture,21,Donnerstag,3,2013,25,3,2013,4
260,Trudy Schmidt,Second Class,272.97,3,0,43.6752,Corporate,East,Maryland,Chairs                                            ,Furniture,7,Montag,11,2016,9,11,2016,2
261,Becky Pak,Standard Class,90.99,1,0,14.5584,Corporate,Central,Wisconsin,Chairs                                            ,Furniture,25,Freitag,3,2016,31,3,2016,6
262,Becky Pak,Standard Class,291.168,4,0.2,-14.5584,Consumer,West,Oregon,Chairs                                            ,Furniture,5,Sonntag,10,2014,9,10,2014,4
263,Aaron Smayling,Second Class,545.94,6,0,87.3504,Consumer,South,South Carolina,Chairs                                            ,Furniture,13,Sonntag,1,2013,16,1,2013,3
